name	geneset	paragraph	references
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	3. Protein degradation: Several proteins in the system are involved in protein degradation through the ubiquitin-proteasome pathway. CUL3 (Cullin 3) and SKP1 (S-phase kinase-associated protein 1) are components of E3 ubiquitin ligase complexes, which target specific substrates for degradation. ELOC (Elongin C) is a component of the Elongin-Cullin-SOCS-box (ECS) complex, which also functions as an E3 ubiquitin ligase. FBXO11 (F-box protein 11) and FBXW7 (F-box and WD repeat domain-containing 7) are F-box proteins that act as substrate recognition components of SCF (SKP1-CUL1-F-box protein) E3 ubiquitin ligase complexes.[7][8][9]	"[7] van den Heuvel, Sander. ""Protein degradation: CUL-3 and BTB--partners in proteolysis."" Current biology : CB, 2004, pp. R59-61."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	3. Protein degradation: Several proteins in the system are involved in protein degradation through the ubiquitin-proteasome pathway. CUL3 (Cullin 3) and SKP1 (S-phase kinase-associated protein 1) are components of E3 ubiquitin ligase complexes, which target specific substrates for degradation. ELOC (Elongin C) is a component of the Elongin-Cullin-SOCS-box (ECS) complex, which also functions as an E3 ubiquitin ligase. FBXO11 (F-box protein 11) and FBXW7 (F-box and WD repeat domain-containing 7) are F-box proteins that act as substrate recognition components of SCF (SKP1-CUL1-F-box protein) E3 ubiquitin ligase complexes.[7][8][9]	"[8] Ou, Chan-Yen, Lin, Yi-Fan, Chen, Ying-Jiun, Chien, Cheng-Ting. ""Distinct protein degradation mechanisms mediated by Cul1 and Cul3 controlling Ci stability in Drosophila eye development."" Genes & development, 2002, pp. 2403-14."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	3. Protein degradation: Several proteins in the system are involved in protein degradation through the ubiquitin-proteasome pathway. CUL3 (Cullin 3) and SKP1 (S-phase kinase-associated protein 1) are components of E3 ubiquitin ligase complexes, which target specific substrates for degradation. ELOC (Elongin C) is a component of the Elongin-Cullin-SOCS-box (ECS) complex, which also functions as an E3 ubiquitin ligase. FBXO11 (F-box protein 11) and FBXW7 (F-box and WD repeat domain-containing 7) are F-box proteins that act as substrate recognition components of SCF (SKP1-CUL1-F-box protein) E3 ubiquitin ligase complexes.[7][8][9]	"[9] Farrell, Brian M, Gerth, Fabian, Yang, Cheng-Hao R, Yeh, Johannes T-H. ""A synthetic KLHL20 ligand to validate CUL3<sup>KLHL20</sup> as a potent E3 ligase for targeted protein degradation."" Genes & development, 2022, pp. 1031-1042."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	4. Transcriptional regulation: ETV4 (ETS variant 4) and ETV5 (ETS variant 5) are transcription factors that regulate the expression of genes involved in cell proliferation, differentiation, and apoptosis. PRAME (Preferentially expressed antigen in melanoma) is a cancer/testis antigen that functions as a transcriptional repressor.[10][11][12]	"[10] Fontanet, Paula Aldana, Ríos, Antonella Soledad, Alsina, Fernando Cruz, Paratcha, Gustavo, Ledda, Fernanda. ""Pea3 Transcription Factors, Etv4 and Etv5, Are Required for Proper Hippocampal Dendrite Development and Plasticity."" Cerebral cortex (New York, N.Y. : 1991), 2018, pp. 236-249."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	4. Transcriptional regulation: ETV4 (ETS variant 4) and ETV5 (ETS variant 5) are transcription factors that regulate the expression of genes involved in cell proliferation, differentiation, and apoptosis. PRAME (Preferentially expressed antigen in melanoma) is a cancer/testis antigen that functions as a transcriptional repressor.[10][11][12]	"[11] Kuure, Satu, Chi, Xuan, Lu, Benson, Costantini, Frank. ""The transcription factors Etv4 and Etv5 mediate formation of the ureteric bud tip domain during kidney development."" Development (Cambridge, England), 2010, pp. 1975-9."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	4. Transcriptional regulation: ETV4 (ETS variant 4) and ETV5 (ETS variant 5) are transcription factors that regulate the expression of genes involved in cell proliferation, differentiation, and apoptosis. PRAME (Preferentially expressed antigen in melanoma) is a cancer/testis antigen that functions as a transcriptional repressor.[10][11][12]	"[12] Akagi, Tadayuki, Kuure, Satu, Uranishi, Kousuke, Koide, Hiroshi, Costantini, Frank, Yokota, Takashi. ""ETS-related transcription factors ETV4 and ETV5 are involved in proliferation and induction of differentiation-associated genes in embryonic stem (ES) cells."" The Journal of biological chemistry, 2015, pp. 22460-73."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	5. Tumor suppressors and oncogenes: NF2 (Neurofibromin 2) and VHL (Von Hippel-Lindau tumor suppressor) are tumor suppressors involved in the regulation of cell growth and differentiation. RIT1 (Ras-like without CAAX 1) is an oncogene that activates the MAPK/ERK signaling pathway, promoting cell proliferation and survival.[13][14][15]	"[13] Blagosklonny, M V. ""Do VHL and HIF-1 mirror p53 and Mdm-2? Degradation-transactivation loops of oncoproteins and tumor suppressors."" Oncogene, 2001, pp. 395-8."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	5. Tumor suppressors and oncogenes: NF2 (Neurofibromin 2) and VHL (Von Hippel-Lindau tumor suppressor) are tumor suppressors involved in the regulation of cell growth and differentiation. RIT1 (Ras-like without CAAX 1) is an oncogene that activates the MAPK/ERK signaling pathway, promoting cell proliferation and survival.[13][14][15]	"[14] Semenza, Gregg L. ""VHL and p53: tumor suppressors team up to prevent cancer."" Molecular cell, 2006, pp. 437-9."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	5. Tumor suppressors and oncogenes: NF2 (Neurofibromin 2) and VHL (Von Hippel-Lindau tumor suppressor) are tumor suppressors involved in the regulation of cell growth and differentiation. RIT1 (Ras-like without CAAX 1) is an oncogene that activates the MAPK/ERK signaling pathway, promoting cell proliferation and survival.[13][14][15]	"[15] Cai, Qi-Liang, Knight, Jason S, Verma, Suhbash C, Zald, Philip, Robertson, Erle S. ""EC5S ubiquitin complex is recruited by KSHV latent antigen LANA for degradation of the VHL and p53 tumor suppressors."" PLoS pathogens, 2006, pp. e116."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	6. Cellular stress response: HSP90AA1 (Heat shock protein 90 alpha family class A member 1) is a molecular chaperone that assists in protein folding and stabilization, particularly under stress conditions. TNF (Tumor necrosis factor) is a pro-inflammatory cytokine that mediates cell death and inflammation in response to cellular stress.[16][17][18]	"[16] Zelová, Hana, Hošek, Jan. ""TNF-α signalling and inflammation: interactions between old acquaintances."" Inflammation research : official journal of the European Histamine Research Society ... [et al.], 2013, pp. 641-51."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	6. Cellular stress response: HSP90AA1 (Heat shock protein 90 alpha family class A member 1) is a molecular chaperone that assists in protein folding and stabilization, particularly under stress conditions. TNF (Tumor necrosis factor) is a pro-inflammatory cytokine that mediates cell death and inflammation in response to cellular stress.[16][17][18]	"[17] Blaser, Heiko, Dostert, Catherine, Mak, Tak W, Brenner, Dirk. ""TNF and ROS Crosstalk in Inflammation."" Trends in cell biology, 2016, pp. 249-261."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	6. Cellular stress response: HSP90AA1 (Heat shock protein 90 alpha family class A member 1) is a molecular chaperone that assists in protein folding and stabilization, particularly under stress conditions. TNF (Tumor necrosis factor) is a pro-inflammatory cytokine that mediates cell death and inflammation in response to cellular stress.[16][17][18]	"[18] van Loo, Geert, Bertrand, Mathieu J M. ""Death by TNF: a road to inflammation."" Nature reviews. Immunology, 2023, pp. 289-303."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	7. Epigenetic regulation: TET2 (Tet methylcytosine dioxygenase 2) is involved in DNA demethylation, playing a role in epigenetic regulation of gene expression.[19][20][21]	"[19] Elliott, Esther K, Hopkins, Lloyd N, Hensen, Robert, Sutherland, Heidi G, Haupt, Larisa M, Griffiths, Lyn R. ""Epigenetic Regulation of miR-92a and TET2 and Their Association in Non-Hodgkin Lymphoma."" Frontiers in genetics, 2021, pp. 768913."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	7. Epigenetic regulation: TET2 (Tet methylcytosine dioxygenase 2) is involved in DNA demethylation, playing a role in epigenetic regulation of gene expression.[19][20][21]	"[20] Zhang, Xinyue, Cong, Yan, Chu, Zhaowei, Shi, Linjing, Zheng, Yi, Zhao, Qiang, Geng, Songmei, Guo, Kun. ""Aberrant epigenetic regulation of RARβ by TET2 is involved in cutaneous squamous cell carcinoma resistance to retinoic acid."" The international journal of biochemistry & cell biology, 2022, pp. 106190."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	7. Epigenetic regulation: TET2 (Tet methylcytosine dioxygenase 2) is involved in DNA demethylation, playing a role in epigenetic regulation of gene expression.[19][20][21]	"[21] Okashita, Naoki, Kuroki, Shunsuke, Maeda, Ryo, Tachibana, Makoto. ""TET2 catalyzes active DNA demethylation of the Sry promoter and enhances its expression."" Scientific reports, 2019, pp. 13462."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	8. Protein-protein interactions: PARK2 (Parkin RBR E3 ubiquitin protein ligase) is an E3 ubiquitin ligase that mediates protein-protein interactions and is involved in the regulation of mitophagy.[22][23][24]	"[22] Zhou, Xiaofeng, Li, Yajie, Wang, Weilong, Wang, Sujie, Hou, Jinghan, Zhang, Aijia, Lv, Benjie, Gao, Can, Yan, Ziyi, Pang, Dan, Lu, Kui, Ahmad, Nor Hazwani, Wang, Lidong, Zhu, Jian, Zhang, Lichen, Zhuang, Ting, Li, Xiumin. ""Regulation of Hippo/YAP signaling and Esophageal Squamous Carcinoma progression by an E3 ubiquitin ligase PARK2."" Theranostics, 2020, pp. 9443-9457."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	8. Protein-protein interactions: PARK2 (Parkin RBR E3 ubiquitin protein ligase) is an E3 ubiquitin ligase that mediates protein-protein interactions and is involved in the regulation of mitophagy.[22][23][24]	"[23] Montagnani, Valentina, Maresca, Luisa, Apollo, Alessandro, Pepe, Sara, Carr, Ryan M, Fernandez-Zapico, Martin E, Stecca, Barbara. ""E3 ubiquitin ligase PARK2, an inhibitor of melanoma cell growth, is repressed by the oncogenic ERK1/2-ELK1 transcriptional axis."" The Journal of biological chemistry, 2020, pp. 16058-16071."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	8. Protein-protein interactions: PARK2 (Parkin RBR E3 ubiquitin protein ligase) is an E3 ubiquitin ligase that mediates protein-protein interactions and is involved in the regulation of mitophagy.[22][23][24]	"[24] Tsubouchi, Kazuya, Araya, Jun, Kuwano, Kazuyoshi. ""PINK1-PARK2-mediated mitophagy in COPD and IPF pathogeneses."" Inflammation and regeneration, 2018, pp. 18."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	In conclusion, the system of interacting proteins is primarily involved in cell cycle regulation and DNA damage response, with additional roles in protein degradation, transcriptional regulation, tumor suppression, cellular stress response, epigenetic regulation, and protein-protein interactions.	
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	Proteins: BCL2, BCL2L1, BCL2L11, BCL2L2, CASP8, FAS, IFNGR1, MCL1, MS4A1, PARP1, PTPN13, TBX3, TP53.	
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	1. BCL2 family proteins (BCL2, BCL2L1, BCL2L11, BCL2L2, MCL1) are key regulators of apoptosis. They function by controlling mitochondrial outer membrane permeabilization, which leads to the release of cytochrome c and activation of caspases. BCL2 and BCL2L1 are anti-apoptotic, while BCL2L11 is pro-apoptotic. BCL2L2 and MCL1 have both anti- and pro-apoptotic roles depending on cellular context.[1][2][3]	"[1] Edlich, Frank. ""BCL-2 proteins and apoptosis: Recent insights and unknowns."" Biochemical and biophysical research communications, 2018, pp. 26-34."
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	1. BCL2 family proteins (BCL2, BCL2L1, BCL2L11, BCL2L2, MCL1) are key regulators of apoptosis. They function by controlling mitochondrial outer membrane permeabilization, which leads to the release of cytochrome c and activation of caspases. BCL2 and BCL2L1 are anti-apoptotic, while BCL2L11 is pro-apoptotic. BCL2L2 and MCL1 have both anti- and pro-apoptotic roles depending on cellular context.[1][2][3]	"[2] Warren, Chloe F A, Wong-Brown, Michelle W, Bowden, Nikola A. ""BCL-2 family isoforms in apoptosis and cancer."" Cell death & disease, 2019, pp. 177."
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	1. BCL2 family proteins (BCL2, BCL2L1, BCL2L11, BCL2L2, MCL1) are key regulators of apoptosis. They function by controlling mitochondrial outer membrane permeabilization, which leads to the release of cytochrome c and activation of caspases. BCL2 and BCL2L1 are anti-apoptotic, while BCL2L11 is pro-apoptotic. BCL2L2 and MCL1 have both anti- and pro-apoptotic roles depending on cellular context.[1][2][3]	"[3] Liang, Ji, Cao, Ruixiu, Wang, Xiongjun, Zhang, Yajuan, Wang, Pan, Gao, Hong, Li, Chen, Yang, Fan, Zeng, Rong, Wei, Ping, Li, Dawei, Li, Wenfeng, Yang, Weiwei. ""Mitochondrial PKM2 regulates oxidative stress-induced apoptosis by stabilizing Bcl2."" Cell research, 2017, pp. 329-351."
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	2. CASP8 is an initiator caspase involved in the extrinsic apoptosis pathway. It is activated by FAS, a death receptor, upon binding to its ligand (FASL). Activated CASP8 can cleave and activate downstream effector caspases, leading to apoptosis.[4][5][6]	"[4] Tan, Siwei, Liu, Xianzhi, Chen, Lingjun, Wu, Xiaoqin, Tao, Li, Pan, Xuemei, Tan, Shuyan, Liu, Huiling, Jiang, Jie, Wu, Bin. ""Fas/FasL mediates NF-κBp65/PUMA-modulated hepatocytes apoptosis via autophagy to drive liver fibrosis."" Cell death & disease, 2021, pp. 474."
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	2. CASP8 is an initiator caspase involved in the extrinsic apoptosis pathway. It is activated by FAS, a death receptor, upon binding to its ligand (FASL). Activated CASP8 can cleave and activate downstream effector caspases, leading to apoptosis.[4][5][6]	"[5] Nagata, S. ""Fas-mediated apoptosis."" Advances in experimental medicine and biology, 1996, pp. 119-24."
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	2. CASP8 is an initiator caspase involved in the extrinsic apoptosis pathway. It is activated by FAS, a death receptor, upon binding to its ligand (FASL). Activated CASP8 can cleave and activate downstream effector caspases, leading to apoptosis.[4][5][6]	"[6] Mao, Ming-Guang, Xu, Jia, Liu, Rui-Ting, Ye, Lin, Wang, Rui, Jiang, Jie-Lan. ""Fas/FasL of pacific cod mediated apoptosis."" Developmental and comparative immunology, 2021, pp. 104022."
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	3. IFNGR1 is a receptor for interferon-gamma (IFN-γ), a cytokine with immunomodulatory and pro-apoptotic functions. Binding of IFN-γ to IFNGR1 can activate downstream signaling pathways, including the JAK-STAT pathway, which can induce apoptosis in certain cell types.[7][8][9]	"[7] Kak, Gunjan, Raza, Mohsin, Tiwari, Brijendra K. ""Interferon-gamma (IFN-γ): Exploring its implications in infectious diseases."" Biomolecular concepts, 2018, pp. 64-79."
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	3. IFNGR1 is a receptor for interferon-gamma (IFN-γ), a cytokine with immunomodulatory and pro-apoptotic functions. Binding of IFN-γ to IFNGR1 can activate downstream signaling pathways, including the JAK-STAT pathway, which can induce apoptosis in certain cell types.[7][8][9]	"[8] Ding, Huihui, Wang, Gongfu, Yu, Zhen, Sun, Huimin, Wang, Lu. ""Role of interferon-gamma (IFN-γ) and IFN-γ receptor 1/2 (IFNγR1/2) in regulation of immunity, infection, and cancer development: IFN-γ-dependent or independent pathway."" Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie, 2022, pp. 113683."
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	3. IFNGR1 is a receptor for interferon-gamma (IFN-γ), a cytokine with immunomodulatory and pro-apoptotic functions. Binding of IFN-γ to IFNGR1 can activate downstream signaling pathways, including the JAK-STAT pathway, which can induce apoptosis in certain cell types.[7][8][9]	"[9] Singh, Snahlata, Kumar, Sushil, Srivastava, Ratnesh Kumar, Nandi, Ajeya, Thacker, Gatha, Murali, Hemma, Kim, Sabrina, Baldeon, Mary, Tobias, John, Blanco, Mario Andres, Saffie, Rizwan, Zaidi, M Raza, Sinha, Satrajit, Busino, Luca, Fuchs, Serge Y, Chakrabarti, Rumela. ""Loss of ELF5-FBXW7 stabilizes IFNGR1 to promote the growth and metastasis of triple-negative breast cancer through interferon-γ signalling."" Nature cell biology, 2020, pp. 591-602."
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	4. MS4A1 (CD20) is a membrane protein expressed on B cells. It is involved in B cell activation and proliferation. Its role in apoptosis is not well-defined, but it has been suggested that it may modulate BCL2 family protein function.[10][11][12]	"[10] Weber, Martin S, Prod'homme, Thomas, Patarroyo, Juan C, Molnarfi, Nicolas, Karnezis, Tara, Lehmann-Horn, Klaus, Danilenko, Dimitry M, Eastham-Anderson, Jeffrey, Slavin, Anthony J, Linington, Christopher, Bernard, Claude C A, Martin, Flavius, Zamvil, Scott S. ""B-cell activation influences T-cell polarization and outcome of anti-CD20 B-cell depletion in central nervous system autoimmunity."" Annals of neurology, 2010, pp. 369-83."
Apoptosis Regulation	BCL2,BCL2L1,BCL2L11,BCL2L2,CASP8,FAS,IFNGR1,MCL1,MS4A1,PARP1,PTPN13,TBX3,TP53	4. MS4A1 (CD20) is a membrane protein expressed on B cells. It is involved in B cell activation and proliferation. Its role in apoptosis is not well-defined, but it has been suggested that it may modulate BCL2 family protein function.[10][11][12]	"[11] Jahrsdörfer, B, Jox, R, Mühlenhoff, L, Tschoep, K, Krug, A, Rothenfusser, S, Meinhardt, G, Emmerich, B, Endres, S, Hartmann, G. ""Modulation of malignant B cell activation and apoptosis by bcl-2 antisense ODN and immunostimulatory CpG ODN."" Journal of leukocyte biology, 2002, pp. 83-92."
